Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Has Promotion,Age Group,Gender Binary,Subscription Status Binary,Has Promotion Binary
1007,21,Male,Pants,Clothing,83.0,Michigan,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,50,Venmo,Quarterly,Yes,Young Adults (18-29),1,1,1
1008,58,Male,Gloves,Accessories,62.0,Georgia,XL,Turquoise,Spring,4.8,Yes,Venmo,Standard,2,Credit Card,Annually,Yes,Middle age (50-64),1,1,1
1009,41,Male,Scarf,Accessories,85.0,New Mexico,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,29,PayPal,Annually,Yes,Adults (30-49),1,1,1
1010,39,Male,Hoodie,Clothing,30.0,Louisiana,M,Silver,Summer,3.1,Yes,Bank Transfer,Express,11,Venmo,Annually,Yes,Adults (30-49),1,1,1
1011,54,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,37,Credit Card,Fortnightly,Yes,Middle age (50-64),1,1,1
1012,43,Male,Backpack,Accessories,25.0,Montana,L,Indigo,Spring,2.9,Yes,PayPal,Next Day Air,32,Debit Card,Fortnightly,Yes,Adults (30-49),1,1,1
1013,28,Male,Sandals,Footwear,37.0,New Mexico,L,Teal,Summer,3.8,Yes,Cash,Express,27,Credit Card,Annually,Yes,Young Adults (18-29),1,1,1
1014,59,Male,Belt,Accessories,69.0,South Carolina,XL,Green,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,31,Venmo,Bi-Weekly,Yes,Middle age (50-64),1,1,1
1015,28,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,Yes,Bank Transfer,Standard,36,Debit Card,Fortnightly,Yes,Young Adults (18-29),1,1,1
1016,68,Male,Gloves,Accessories,24.0,North Carolina,M,Cyan,Summer,4.1,Yes,Debit Card,Standard,34,Cash,Weekly,Yes,Seniors (65+),1,1,1
1017,20,Male,Belt,Accessories,30.0,Idaho,XL,Blue,Summer,3.4,Yes,Cash,Express,15,Bank Transfer,Every 3 Months,Yes,Young Adults (18-29),1,1,1
1018,21,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,Fall,2.5,Yes,Cash,Express,14,Credit Card,Annually,Yes,Young Adults (18-29),1,1,1
1019,50,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,Yes,Credit Card,Next Day Air,46,Cash,Weekly,Yes,Middle age (50-64),1,1,1
1020,32,Male,Shirt,Clothing,76.0,Kentucky,S,Beige,Winter,2.8,Yes,Debit Card,Standard,33,Venmo,Bi-Weekly,Yes,Adults (30-49),1,1,1
1021,24,Male,Scarf,Accessories,95.0,Delaware,M,Black,Fall,4.5,Yes,Bank Transfer,Express,41,Debit Card,Annually,Yes,Young Adults (18-29),1,1,1
1022,55,Male,Coat,Outerwear,51.0,Massachusetts,S,Lavender,Winter,4.9,Yes,Credit Card,2-Day Shipping,39,PayPal,Weekly,Yes,Middle age (50-64),1,1,1
1023,61,Male,Handbag,Accessories,41.0,Nebraska,M,Lavender,Winter,4.9,Yes,Cash,Store Pickup,7,Cash,Annually,Yes,Middle age (50-64),1,1,1
1024,61,Male,Sunglasses,Accessories,71.0,Maine,S,Turquoise,Winter,3.5,Yes,Bank Transfer,Free Shipping,29,Bank Transfer,Every 3 Months,Yes,Middle age (50-64),1,1,1
1025,28,Male,T-shirt,Clothing,66.0,Pennsylvania,M,Purple,Summer,3.5,Yes,Debit Card,Free Shipping,18,Venmo,Quarterly,Yes,Young Adults (18-29),1,1,1
1026,60,Male,Shirt,Clothing,84.0,Nebraska,M,Olive,Winter,4.9,Yes,Bank Transfer,Free Shipping,15,Credit Card,Annually,Yes,Middle age (50-64),1,1,1
1027,49,Male,Handbag,Accessories,95.0,Virginia,L,Turquoise,Winter,3.0,Yes,Venmo,Express,39,PayPal,Bi-Weekly,Yes,Adults (30-49),1,1,1
1028,33,Male,Jewelry,Accessories,90.0,Ohio,L,Teal,Summer,2.8,Yes,Cash,Next Day Air,11,Cash,Monthly,Yes,Adults (30-49),1,1,1
1029,45,Male,Hoodie,Clothing,36.0,Nebraska,S,Lavender,Summer,3.7,Yes,Venmo,Standard,4,Cash,Fortnightly,Yes,Adults (30-49),1,1,1
1030,29,Male,Gloves,Accessories,22.0,Ohio,M,Purple,Spring,3.6,Yes,Credit Card,2-Day Shipping,33,Venmo,Bi-Weekly,Yes,Young Adults (18-29),1,1,1
1031,58,Male,Coat,Outerwear,89.0,Kentucky,L,Blue,Winter,3.3,Yes,Credit Card,Next Day Air,37,Debit Card,Quarterly,Yes,Middle age (50-64),1,1,1
1032,22,Male,Sandals,Footwear,50.0,Tennessee,M,Teal,Spring,3.4,Yes,Cash,Free Shipping,32,Cash,Quarterly,Yes,Young Adults (18-29),1,1,1
1033,55,Male,Boots,Footwear,36.0,Maine,M,Lavender,Fall,4.0,Yes,Bank Transfer,Free Shipping,44,Credit Card,Quarterly,Yes,Middle age (50-64),1,1,1
1034,19,Male,Pants,Clothing,52.0,Montana,S,Silver,Spring,4.6,Yes,Credit Card,Free Shipping,41,Bank Transfer,Quarterly,Yes,Young Adults (18-29),1,1,1
1035,68,Male,Socks,Clothing,29.0,Maryland,M,Olive,Fall,4.2,Yes,Venmo,Next Day Air,44,Bank Transfer,Weekly,Yes,Seniors (65+),1,1,1
1036,61,Male,Blouse,Clothing,89.0,Georgia,M,Brown,Fall,2.8,Yes,Venmo,Express,32,Venmo,Annually,Yes,Middle age (50-64),1,1,1
1037,68,Male,Handbag,Accessories,47.0,Hawaii,M,Yellow,Fall,3.7,Yes,Credit Card,2-Day Shipping,13,Bank Transfer,Monthly,Yes,Seniors (65+),1,1,1
1038,52,Male,Jewelry,Accessories,25.0,Rhode Island,XL,Brown,Spring,3.4,Yes,Bank Transfer,Standard,48,Debit Card,Quarterly,Yes,Middle age (50-64),1,1,1
1039,41,Male,Pants,Clothing,74.0,Nebraska,XL,Cyan,Fall,3.0,Yes,Bank Transfer,Express,3,Bank Transfer,Weekly,Yes,Adults (30-49),1,1,1
1040,29,Male,Belt,Accessories,46.0,Michigan,M,Magenta,Fall,4.8,Yes,PayPal,Standard,39,Venmo,Monthly,Yes,Young Adults (18-29),1,1,1
1041,68,Male,Jeans,Clothing,22.0,North Carolina,S,Magenta,Fall,4.0,Yes,Venmo,Next Day Air,7,Cash,Fortnightly,Yes,Seniors (65+),1,1,1
1042,36,Male,Shirt,Clothing,25.0,Minnesota,M,Orange,Summer,4.9,Yes,Venmo,Next Day Air,11,Cash,Fortnightly,Yes,Adults (30-49),1,1,1
1043,55,Male,Belt,Accessories,80.0,Maryland,M,Maroon,Spring,4.9,Yes,Venmo,Next Day Air,47,Credit Card,Weekly,Yes,Middle age (50-64),1,1,1
1044,28,Male,Jeans,Clothing,76.0,Hawaii,M,Green,Spring,3.3,Yes,Bank Transfer,2-Day Shipping,28,Debit Card,Fortnightly,Yes,Young Adults (18-29),1,1,1
1045,39,Male,Jeans,Clothing,30.0,Oregon,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,17,Bank Transfer,Every 3 Months,Yes,Adults (30-49),1,1,1
1046,54,Male,Sweater,Clothing,79.0,New Mexico,L,Black,Fall,3.5,Yes,Cash,2-Day Shipping,11,PayPal,Bi-Weekly,Yes,Middle age (50-64),1,1,1
1047,40,Male,Sneakers,Footwear,22.0,Illinois,M,Magenta,Winter,4.2,Yes,Credit Card,Standard,12,Venmo,Annually,Yes,Adults (30-49),1,1,1
1048,31,Male,Socks,Clothing,36.0,Utah,S,Olive,Fall,4.2,Yes,Debit Card,Standard,7,Credit Card,Fortnightly,Yes,Adults (30-49),1,1,1
1049,30,Male,Socks,Clothing,77.0,Maine,L,Yellow,Fall,2.7,Yes,Cash,Standard,19,Venmo,Fortnightly,Yes,Adults (30-49),1,1,1
1050,45,Male,Sunglasses,Accessories,33.0,Virginia,S,Purple,Fall,2.8,Yes,Credit Card,Store Pickup,24,Cash,Quarterly,Yes,Adults (30-49),1,1,1
1051,48,Male,Sneakers,Footwear,64.0,Florida,M,Beige,Winter,3.8,Yes,Credit Card,Next Day Air,19,Venmo,Monthly,Yes,Adults (30-49),1,1,1
1052,45,Male,Socks,Clothing,53.0,Ohio,M,Indigo,Fall,2.6,Yes,PayPal,Free Shipping,39,PayPal,Annually,Yes,Adults (30-49),1,1,1
1053,60,Male,Shoes,Footwear,36.0,Virginia,XL,Pink,Fall,3.0,Yes,Venmo,2-Day Shipping,1,Credit Card,Fortnightly,Yes,Middle age (50-64),1,1,1
1054,59,Male,Blouse,Clothing,70.0,Kansas,M,Blue,Spring,3.3,No,Cash,2-Day Shipping,10,Debit Card,Bi-Weekly,Yes,Middle age (50-64),1,0,1
1055,18,Male,Shorts,Clothing,96.0,Arkansas,L,Cyan,Winter,4.9,No,Debit Card,Express,48,PayPal,Quarterly,Yes,Young Adults (18-29),1,0,1
1056,70,Male,Jacket,Outerwear,27.0,Massachusetts,M,Orange,Spring,3.3,No,PayPal,Next Day Air,24,Debit Card,Annually,Yes,Seniors (65+),1,0,1
1057,20,Male,Sweater,Clothing,64.0,Idaho,L,Black,Winter,2.9,No,Debit Card,2-Day Shipping,42,Venmo,Fortnightly,Yes,Young Adults (18-29),1,0,1
1058,65,Male,Jacket,Outerwear,23.0,Wisconsin,S,Maroon,Spring,4.4,No,Bank Transfer,2-Day Shipping,20,Credit Card,Weekly,Yes,Seniors (65+),1,0,1
1059,29,Male,Scarf,Accessories,33.0,New Mexico,L,Violet,Summer,3.1,No,Credit Card,Next Day Air,49,Bank Transfer,Every 3 Months,Yes,Young Adults (18-29),1,0,1
1060,22,Male,Jacket,Outerwear,34.0,North Carolina,M,Beige,Winter,2.5,No,Venmo,Standard,25,Debit Card,Monthly,Yes,Young Adults (18-29),1,0,1
1061,27,Male,Sweater,Clothing,35.0,Iowa,S,Gray,Summer,2.6,No,PayPal,Next Day Air,21,Debit Card,Every 3 Months,Yes,Young Adults (18-29),1,0,1
1062,36,Male,Coat,Outerwear,62.0,Idaho,M,Gray,Summer,4.4,No,Debit Card,Free Shipping,12,Venmo,Every 3 Months,Yes,Adults (30-49),1,0,1
1063,59,Male,Boots,Footwear,75.0,Ohio,M,Brown,Fall,2.6,No,Venmo,Next Day Air,21,Debit Card,Every 3 Months,Yes,Middle age (50-64),1,0,1
1064,62,Male,Hoodie,Clothing,29.0,Alabama,S,Indigo,Summer,3.3,No,Bank Transfer,Free Shipping,35,Cash,Monthly,Yes,Middle age (50-64),1,0,1
1065,34,Male,Hat,Accessories,28.0,Wyoming,M,Violet,Spring,3.5,No,Debit Card,Express,42,Credit Card,Every 3 Months,Yes,Adults (30-49),1,0,1
1066,59,Male,T-shirt,Clothing,20.0,Alabama,XL,Blue,Spring,4.1,No,Cash,Store Pickup,3,PayPal,Every 3 Months,Yes,Middle age (50-64),1,0,1
1067,49,Male,Coat,Outerwear,96.0,Mississippi,M,Red,Winter,4.0,No,Credit Card,Store Pickup,11,PayPal,Bi-Weekly,Yes,Adults (30-49),1,0,1
1068,18,Male,Dress,Clothing,43.0,Pennsylvania,S,Peach,Summer,2.7,No,Venmo,2-Day Shipping,22,PayPal,Quarterly,Yes,Young Adults (18-29),1,0,1
1069,55,Male,Shirt,Clothing,94.0,Wyoming,M,Olive,Fall,2.5,No,Bank Transfer,Standard,47,Credit Card,Weekly,Yes,Middle age (50-64),1,0,1
1070,38,Male,Skirt,Clothing,81.0,Maryland,XL,White,Fall,4.3,No,Credit Card,Next Day Air,33,Venmo,Every 3 Months,Yes,Adults (30-49),1,0,1
1071,50,Male,Jewelry,Accessories,75.0,North Carolina,M,Magenta,Summer,3.3,No,Venmo,Free Shipping,50,Debit Card,Weekly,Yes,Middle age (50-64),1,0,1
1072,61,Male,Hat,Accessories,81.0,Pennsylvania,M,Beige,Summer,2.6,No,Cash,Express,46,Credit Card,Monthly,Yes,Middle age (50-64),1,0,1
1073,48,Male,Shorts,Clothing,92.0,Idaho,L,Gold,Fall,3.5,No,Bank Transfer,Express,34,Debit Card,Fortnightly,Yes,Adults (30-49),1,0,1
1074,22,Male,Scarf,Accessories,96.0,California,XL,Purple,Spring,4.0,No,Cash,Store Pickup,33,Credit Card,Monthly,Yes,Young Adults (18-29),1,0,1
1075,48,Male,Jewelry,Accessories,71.0,Tennessee,S,White,Fall,2.6,No,PayPal,Standard,45,Bank Transfer,Fortnightly,Yes,Adults (30-49),1,0,1
1076,57,Male,Sunglasses,Accessories,50.0,Missouri,L,Indigo,Summer,4.9,No,Debit Card,Next Day Air,32,Debit Card,Bi-Weekly,Yes,Middle age (50-64),1,0,1
1077,33,Male,Coat,Outerwear,72.0,North Dakota,L,Charcoal,Spring,2.9,No,Bank Transfer,Standard,47,Venmo,Bi-Weekly,Yes,Adults (30-49),1,0,1
1078,58,Male,Jacket,Outerwear,28.0,West Virginia,M,Pink,Winter,3.7,No,Cash,Standard,5,PayPal,Quarterly,Yes,Middle age (50-64),1,0,1
1079,37,Male,Sweater,Clothing,59.0,Arizona,M,Silver,Fall,4.4,No,Cash,Express,49,Credit Card,Fortnightly,Yes,Adults (30-49),1,0,1
1080,18,Male,Coat,Outerwear,33.0,Oklahoma,S,Blue,Summer,4.4,No,Bank Transfer,Free Shipping,48,Bank Transfer,Monthly,Yes,Young Adults (18-29),1,0,1
1081,65,Male,Scarf,Accessories,59.0,Pennsylvania,L,Blue,Fall,3.8,No,Bank Transfer,Express,22,Cash,Every 3 Months,Yes,Seniors (65+),1,0,1
1082,62,Male,Belt,Accessories,30.0,Idaho,XL,Brown,Spring,4.5,No,Cash,Standard,45,Credit Card,Annually,Yes,Middle age (50-64),1,0,1
1083,54,Male,Hat,Accessories,85.0,South Carolina,XL,Cyan,Winter,2.6,No,PayPal,Next Day Air,30,Venmo,Quarterly,Yes,Middle age (50-64),1,0,1
1084,35,Male,Backpack,Accessories,97.0,Washington,L,Teal,Summer,3.3,No,Credit Card,Store Pickup,43,Cash,Weekly,Yes,Adults (30-49),1,0,1
1085,34,Male,T-shirt,Clothing,36.0,Arkansas,S,Purple,Fall,4.1,No,Credit Card,Next Day Air,48,Cash,Quarterly,Yes,Adults (30-49),1,0,1
1086,25,Male,Jewelry,Accessories,85.0,Utah,M,Turquoise,Winter,3.0,No,PayPal,Store Pickup,23,Venmo,Fortnightly,Yes,Young Adults (18-29),1,0,1
1087,53,Male,Sunglasses,Accessories,62.0,Alaska,M,Olive,Winter,3.0,No,PayPal,Free Shipping,27,PayPal,Bi-Weekly,Yes,Middle age (50-64),1,0,1
1088,45,Male,Jeans,Clothing,71.0,West Virginia,S,White,Winter,3.4,No,PayPal,Next Day Air,7,Bank Transfer,Monthly,Yes,Adults (30-49),1,0,1
1089,49,Male,Pants,Clothing,21.0,Louisiana,M,Turquoise,Winter,2.7,No,Bank Transfer,Free Shipping,2,PayPal,Weekly,Yes,Adults (30-49),1,0,1
1090,40,Male,Backpack,Accessories,61.0,Arizona,M,Silver,Spring,3.8,No,Debit Card,Next Day Air,33,PayPal,Bi-Weekly,Yes,Adults (30-49),1,0,1
1091,38,Male,Scarf,Accessories,58.0,Connecticut,M,Violet,Spring,4.2,No,Bank Transfer,Store Pickup,27,Cash,Fortnightly,Yes,Adults (30-49),1,0,1
1092,44,Male,Sweater,Clothing,80.0,North Carolina,L,Lavender,Spring,4.7,No,Cash,Store Pickup,6,Credit Card,Fortnightly,Yes,Adults (30-49),1,0,1
1093,68,Male,Jewelry,Accessories,50.0,South Dakota,L,Magenta,Spring,4.1,No,Credit Card,2-Day Shipping,20,Venmo,Quarterly,Yes,Seniors (65+),1,0,1
1094,60,Male,Sneakers,Footwear,48.0,Delaware,S,Indigo,Winter,4.2,No,PayPal,2-Day Shipping,46,Venmo,Every 3 Months,Yes,Middle age (50-64),1,0,1
1095,25,Male,Jewelry,Accessories,40.0,Connecticut,M,Black,Winter,4.8,No,Credit Card,Next Day Air,25,Cash,Quarterly,Yes,Young Adults (18-29),1,0,1
1096,19,Male,Coat,Outerwear,34.0,Tennessee,S,Peach,Summer,3.0,No,Debit Card,Free Shipping,30,Bank Transfer,Quarterly,Yes,Young Adults (18-29),1,0,1
1097,57,Male,Coat,Outerwear,46.0,New Hampshire,S,Beige,Fall,2.6,No,Credit Card,Standard,48,Credit Card,Annually,Yes,Middle age (50-64),1,0,1
1098,58,Male,Sunglasses,Accessories,27.0,Vermont,M,Black,Summer,3.2,No,Venmo,Store Pickup,47,Bank Transfer,Weekly,Yes,Middle age (50-64),1,0,1
1099,49,Male,Handbag,Accessories,98.0,Idaho,S,Turquoise,Spring,3.6,No,PayPal,Next Day Air,27,Credit Card,Weekly,Yes,Adults (30-49),1,0,1
1100,19,Male,Sweater,Clothing,73.0,North Carolina,M,Peach,Fall,2.6,No,Cash,Next Day Air,45,Bank Transfer,Fortnightly,Yes,Young Adults (18-29),1,0,1
1101,50,Male,Pants,Clothing,28.0,Nevada,L,Gold,Spring,4.4,No,Debit Card,Express,2,Credit Card,Weekly,Yes,Middle age (50-64),1,0,1
1102,30,Male,Gloves,Accessories,76.0,Delaware,XL,Silver,Fall,3.0,No,Cash,Free Shipping,39,Cash,Fortnightly,Yes,Adults (30-49),1,0,1
1103,52,Male,Sweater,Clothing,83.0,Texas,M,Peach,Fall,2.9,No,Credit Card,Express,24,Cash,Fortnightly,Yes,Middle age (50-64),1,0,1
1104,35,Male,Hoodie,Clothing,23.0,Tennessee,S,Charcoal,Spring,4.3,No,Debit Card,Free Shipping,8,Debit Card,Bi-Weekly,Yes,Adults (30-49),1,0,1
1105,35,Male,Hat,Accessories,28.0,Delaware,M,Beige,Fall,3.1,No,Bank Transfer,Express,8,Bank Transfer,Quarterly,Yes,Adults (30-49),1,0,1
1106,33,Male,T-shirt,Clothing,83.0,Massachusetts,S,Olive,Spring,3.0,No,Credit Card,Next Day Air,6,Venmo,Every 3 Months,Yes,Adults (30-49),1,0,1
1107,52,Male,Skirt,Clothing,96.0,Minnesota,L,Violet,Winter,3.6,No,Credit Card,Store Pickup,12,Venmo,Fortnightly,Yes,Middle age (50-64),1,0,1
1108,69,Male,Sneakers,Footwear,62.0,Texas,M,Peach,Fall,2.8,No,Venmo,Store Pickup,26,Bank Transfer,Weekly,Yes,Seniors (65+),1,0,1
1109,27,Male,Shorts,Clothing,25.0,Nebraska,M,Teal,Fall,2.8,No,Venmo,Standard,50,Cash,Fortnightly,Yes,Young Adults (18-29),1,0,1
1110,66,Male,Hoodie,Clothing,97.0,Oklahoma,L,Violet,Winter,4.9,No,Debit Card,Next Day Air,2,Venmo,Weekly,Yes,Seniors (65+),1,0,1
1111,28,Male,Hoodie,Clothing,61.0,Texas,L,Cyan,Fall,3.0,No,Debit Card,Standard,31,Cash,Bi-Weekly,Yes,Young Adults (18-29),1,0,1
1112,22,Male,Shoes,Footwear,66.0,New York,S,Olive,Summer,4.1,No,Bank Transfer,Next Day Air,4,Credit Card,Bi-Weekly,Yes,Young Adults (18-29),1,0,1
1113,69,Male,Hoodie,Clothing,67.0,Washington,XL,Pink,Spring,4.6,No,Credit Card,Free Shipping,32,PayPal,Quarterly,Yes,Seniors (65+),1,0,1
1114,28,Male,Sunglasses,Accessories,80.0,Maryland,M,Purple,Summer,4.8,No,Cash,Next Day Air,11,PayPal,Bi-Weekly,Yes,Young Adults (18-29),1,0,1
1115,55,Male,Skirt,Clothing,25.0,New Hampshire,L,Violet,Fall,2.6,No,Cash,Next Day Air,47,Bank Transfer,Every 3 Months,Yes,Middle age (50-64),1,0,1
1116,30,Male,Hat,Accessories,58.0,New York,S,Peach,Fall,4.0,No,Bank Transfer,2-Day Shipping,37,Cash,Weekly,Yes,Adults (30-49),1,0,1
1117,67,Male,Backpack,Accessories,96.0,Hawaii,M,Charcoal,Winter,4.2,No,Venmo,Express,39,PayPal,Fortnightly,Yes,Seniors (65+),1,0,1
1118,25,Male,Sunglasses,Accessories,77.0,California,L,Lavender,Spring,4.5,No,PayPal,Store Pickup,24,Credit Card,Monthly,Yes,Young Adults (18-29),1,0,1
1119,49,Male,Belt,Accessories,65.0,Indiana,M,Purple,Summer,4.9,No,Debit Card,Standard,11,PayPal,Every 3 Months,Yes,Adults (30-49),1,0,1
1120,34,Male,Jewelry,Accessories,36.0,Louisiana,M,Indigo,Spring,3.1,No,Venmo,Standard,36,Credit Card,Weekly,Yes,Adults (30-49),1,0,1
1121,22,Male,Sneakers,Footwear,84.0,Pennsylvania,M,Magenta,Winter,4.0,No,Venmo,Next Day Air,40,Debit Card,Monthly,Yes,Young Adults (18-29),1,0,1
1122,63,Male,T-shirt,Clothing,58.0,Florida,XL,Peach,Fall,3.2,No,Cash,Express,25,Cash,Quarterly,Yes,Middle age (50-64),1,0,1
1123,70,Male,Handbag,Accessories,62.0,North Carolina,S,Charcoal,Spring,4.3,No,PayPal,2-Day Shipping,12,Credit Card,Annually,Yes,Seniors (65+),1,0,1
1124,36,Male,Hat,Accessories,67.0,Massachusetts,S,Purple,Fall,2.5,No,Debit Card,Store Pickup,38,Cash,Monthly,Yes,Adults (30-49),1,0,1
1125,42,Male,Sweater,Clothing,20.0,Iowa,M,Orange,Spring,4.9,No,Debit Card,Express,40,Cash,Quarterly,Yes,Adults (30-49),1,0,1
1126,27,Male,Sandals,Footwear,90.0,North Dakota,M,Lavender,Summer,2.7,No,Debit Card,2-Day Shipping,10,Bank Transfer,Weekly,Yes,Young Adults (18-29),1,0,1
1127,23,Male,Scarf,Accessories,58.0,Iowa,L,Beige,Winter,3.4,No,Venmo,Standard,47,Venmo,Fortnightly,Yes,Young Adults (18-29),1,0,1
1128,50,Male,Shirt,Clothing,53.0,Delaware,XL,Maroon,Spring,4.8,No,Venmo,Store Pickup,22,Debit Card,Monthly,Yes,Middle age (50-64),1,0,1
1129,56,Male,Gloves,Accessories,30.0,New York,L,Charcoal,Winter,4.7,No,PayPal,Next Day Air,35,Debit Card,Monthly,Yes,Middle age (50-64),1,0,1
1130,37,Male,Hoodie,Clothing,65.0,New Hampshire,XL,White,Winter,4.7,No,Credit Card,Express,46,Venmo,Fortnightly,Yes,Adults (30-49),1,0,1
1131,67,Male,Jewelry,Accessories,41.0,Kentucky,M,Lavender,Summer,3.9,No,Cash,Standard,30,PayPal,Bi-Weekly,Yes,Seniors (65+),1,0,1
1132,67,Male,Shirt,Clothing,73.0,Illinois,M,Black,Spring,3.7,No,Credit Card,Express,20,Bank Transfer,Monthly,Yes,Seniors (65+),1,0,1
1133,50,Male,Hoodie,Clothing,98.0,North Carolina,S,Teal,Spring,4.3,No,PayPal,Store Pickup,25,Cash,Fortnightly,Yes,Middle age (50-64),1,0,1
1134,36,Male,Shoes,Footwear,36.0,Connecticut,XL,Magenta,Winter,4.1,No,PayPal,2-Day Shipping,29,Cash,Weekly,Yes,Adults (30-49),1,0,1
1135,62,Male,T-shirt,Clothing,81.0,Wisconsin,M,Brown,Summer,4.6,No,Bank Transfer,Express,2,Venmo,Every 3 Months,Yes,Middle age (50-64),1,0,1
1136,65,Male,Skirt,Clothing,90.0,Massachusetts,L,Peach,Winter,3.6,No,PayPal,2-Day Shipping,32,Bank Transfer,Quarterly,Yes,Seniors (65+),1,0,1
1137,23,Male,Handbag,Accessories,83.0,Illinois,S,Cyan,Summer,4.8,No,Debit Card,Free Shipping,37,Cash,Monthly,Yes,Young Adults (18-29),1,0,1
1138,46,Male,Shirt,Clothing,91.0,New Mexico,XL,Pink,Winter,2.8,No,Credit Card,2-Day Shipping,16,Bank Transfer,Every 3 Months,Yes,Adults (30-49),1,0,1
1139,18,Male,Pants,Clothing,36.0,Iowa,M,Purple,Summer,4.7,No,Venmo,Express,32,Venmo,Fortnightly,Yes,Young Adults (18-29),1,0,1
1140,58,Male,Coat,Outerwear,53.0,Alabama,L,Purple,Spring,3.9,No,PayPal,Standard,42,Debit Card,Bi-Weekly,Yes,Middle age (50-64),1,0,1
1141,31,Male,Jeans,Clothing,39.0,Maryland,M,White,Winter,2.6,No,Cash,Store Pickup,6,Credit Card,Every 3 Months,Yes,Adults (30-49),1,0,1
1142,39,Male,Gloves,Accessories,33.0,Ohio,S,Silver,Winter,4.7,No,Debit Card,Next Day Air,23,PayPal,Fortnightly,Yes,Adults (30-49),1,0,1
1143,69,Male,T-shirt,Clothing,76.0,Ohio,L,Green,Spring,3.5,No,Cash,Store Pickup,27,Venmo,Bi-Weekly,Yes,Seniors (65+),1,0,1
1144,68,Male,Boots,Footwear,23.0,Nevada,L,Teal,Winter,4.4,No,Cash,Standard,43,PayPal,Quarterly,Yes,Seniors (65+),1,0,1
1145,41,Male,Jeans,Clothing,54.0,South Carolina,S,Indigo,Fall,4.4,No,PayPal,2-Day Shipping,25,Bank Transfer,Fortnightly,Yes,Adults (30-49),1,0,1
1146,31,Male,Sneakers,Footwear,89.0,Nevada,L,Pink,Summer,3.0,No,Venmo,Express,30,Cash,Every 3 Months,Yes,Adults (30-49),1,0,1
1147,48,Male,Sneakers,Footwear,38.0,Wisconsin,M,Indigo,Summer,4.2,No,Debit Card,Standard,7,Bank Transfer,Every 3 Months,Yes,Adults (30-49),1,0,1
1148,59,Male,Hat,Accessories,36.0,Tennessee,XL,Red,Winter,4.3,No,PayPal,Next Day Air,17,Debit Card,Annually,Yes,Middle age (50-64),1,0,1
1149,34,Male,Pants,Clothing,66.0,Florida,M,Violet,Spring,2.6,No,Bank Transfer,Store Pickup,10,PayPal,Fortnightly,Yes,Adults (30-49),1,0,1
1150,21,Male,Jewelry,Accessories,42.0,Georgia,L,Cyan,Spring,3.3,No,Cash,Store Pickup,40,Venmo,Annually,Yes,Young Adults (18-29),1,0,1
1151,29,Male,Jewelry,Accessories,36.0,Kentucky,S,Red,Winter,2.7,No,Debit Card,Next Day Air,50,Venmo,Bi-Weekly,Yes,Young Adults (18-29),1,0,1
1152,41,Male,Blouse,Clothing,86.0,Ohio,M,Gray,Spring,4.2,No,Bank Transfer,Express,24,Credit Card,Weekly,Yes,Adults (30-49),1,0,1
1153,62,Male,Handbag,Accessories,49.0,Connecticut,M,Gold,Fall,4.0,No,Cash,Standard,8,PayPal,Every 3 Months,Yes,Middle age (50-64),1,0,1
1154,27,Male,Shirt,Clothing,41.0,Idaho,M,Pink,Summer,4.0,No,PayPal,Free Shipping,6,Bank Transfer,Quarterly,Yes,Young Adults (18-29),1,0,1
1155,49,Male,Dress,Clothing,82.0,Georgia,L,Cyan,Spring,2.9,No,Venmo,2-Day Shipping,44,Credit Card,Bi-Weekly,Yes,Adults (30-49),1,0,1
1156,67,Male,T-shirt,Clothing,53.0,Tennessee,S,Red,Fall,2.6,No,Debit Card,Express,47,PayPal,Quarterly,Yes,Seniors (65+),1,0,1
1157,20,Male,Shoes,Footwear,21.0,Hawaii,M,Gold,Summer,4.8,No,PayPal,Express,6,Venmo,Every 3 Months,Yes,Young Adults (18-29),1,0,1
1158,37,Male,Belt,Accessories,66.0,Maryland,M,Charcoal,Fall,4.4,No,Credit Card,Standard,11,Cash,Quarterly,Yes,Adults (30-49),1,0,1
1159,69,Male,Belt,Accessories,89.0,Nevada,L,Orange,Summer,4.0,No,Venmo,2-Day Shipping,41,Bank Transfer,Annually,Yes,Seniors (65+),1,0,1
1160,66,Male,Handbag,Accessories,55.0,New Hampshire,L,Blue,Fall,3.6,No,Debit Card,2-Day Shipping,46,Venmo,Every 3 Months,Yes,Seniors (65+),1,0,1
1161,37,Male,Scarf,Accessories,42.0,North Dakota,S,Blue,Summer,3.2,No,Cash,Next Day Air,9,Venmo,Bi-Weekly,Yes,Adults (30-49),1,0,1
